data,timeStamp
12.32,10/7/2021 8:02:40
13.5,10/7/2021 8:02:46
13.76,10/7/2021 8:02:47
13.52,10/7/2021 8:02:53
13.9,10/7/2021 8:02:54
15.74,10/7/2021 8:02:59
13.9,10/7/2021 8:03:00
13.96,10/7/2021 8:03:05
13.6,10/7/2021 8:03:08
15.19,10/7/2021 8:03:11
13.8,10/7/2021 8:03:14
14.32,10/7/2021 8:03:17
13.1,10/7/2021 8:03:23
15.02,10/7/2021 8:03:25
13.7,10/7/2021 8:03:28
14.54,10/7/2021 8:03:31
13.1,10/7/2021 8:03:37
13.9,10/7/2021 8:03:43
12.63,10/7/2021 8:03:46
13.8,10/7/2021 8:03:51
13.1,10/7/2021 8:03:56
15,10/7/2021 8:03:56
15.21,10/7/2021 8:04:02
14.4,10/7/2021 8:04:05
13.6,10/7/2021 8:04:10
15.62,10/7/2021 8:04:10
13.5,10/7/2021 8:04:18
13.8,10/7/2021 8:04:23
14.2,10/7/2021 8:04:24
11.73,10/7/2021 8:04:24
15.27,10/7/2021 8:04:31
13.9,10/7/2021 8:04:32
13.5,10/7/2021 8:04:38
15.25,10/7/2021 8:04:45
14.3,10/7/2021 8:04:46
13.89,10/7/2021 8:04:51
13.1,10/7/2021 8:04:52
15.29,10/7/2021 8:04:57
13.5,10/7/2021 8:05:04
14.51,10/7/2021 8:05:04
11.77,10/7/2021 8:05:08
13.7,10/7/2021 8:05:10
14.4,10/7/2021 8:05:11
13.7,10/7/2021 8:05:22
12.93,10/7/2021 8:05:23
13.5,10/7/2021 8:05:27
14.72,10/7/2021 8:05:29
14.1,10/7/2021 8:05:36
15.96,10/7/2021 8:05:36
13.4,10/7/2021 8:05:41
14.02,10/7/2021 8:05:42
15.68,10/7/2021 8:05:48
14,10/7/2021 8:05:50
15.44,10/7/2021 8:05:54
13.9,10/7/2021 8:05:55
15.14,10/7/2021 8:06:01
13,10/7/2021 8:06:04
14.58,10/7/2021 8:06:07
13.6,10/7/2021 8:06:09
15.74,10/7/2021 8:06:13
13.7,10/7/2021 8:06:18
15.43,10/7/2021 8:06:19
13.3,10/7/2021 8:06:23
14.89,10/7/2021 8:06:25
13.7,10/7/2021 8:06:32
14.36,10/7/2021 8:06:32
14.7,10/7/2021 8:06:37
14.84,10/7/2021 8:06:43
13.5,10/7/2021 8:06:45
14.58,10/7/2021 8:06:49
14.1,10/7/2021 8:06:51
15.13,10/7/2021 8:06:56
14,10/7/2021 8:07:01
14.87,10/7/2021 8:07:01
15.51,10/7/2021 8:07:03
14.3,10/7/2021 8:07:05
13.1,10/7/2021 8:07:13
13.5,10/7/2021 8:07:19
12.32,10/7/2021 8:07:22
14.1,10/7/2021 8:07:27
15.45,10/7/2021 8:07:28
13.4,10/7/2021 8:07:33
15.19,10/7/2021 8:07:38
14.4,10/7/2021 8:07:41
15.11,10/7/2021 8:07:44
14.1,10/7/2021 8:07:46
15.39,10/7/2021 8:07:51
13.7,10/7/2021 8:07:55
14.1,10/7/2021 8:08:00
15.2,10/7/2021 8:08:02
13.5,10/7/2021 8:08:09
15.07,10/7/2021 8:08:09
13.2,10/7/2021 8:08:14
13.4,10/7/2021 8:08:15
14.1,10/7/2021 8:08:23
15.12,10/7/2021 8:08:23
13.7,10/7/2021 8:08:28
13.56,10/7/2021 8:08:29
13.9,10/7/2021 8:08:36
13.79,10/7/2021 8:08:36
13.7,10/7/2021 8:08:43
14.37,10/7/2021 8:08:46
13.6,10/7/2021 8:08:50
15.23,10/7/2021 8:08:52
13.7,10/7/2021 8:08:56
14.34,10/7/2021 8:08:59
13.6,10/7/2021 8:09:04
13.68,10/7/2021 8:09:05
14,10/7/2021 8:09:10
14.54,10/7/2021 8:09:12
14.1,10/7/2021 8:09:18
13.7,10/7/2021 8:09:19
13.8,10/7/2021 8:09:24
15.46,10/7/2021 8:09:26
13.6,10/7/2021 8:09:32
15.94,10/7/2021 8:09:32
13.8,10/7/2021 8:09:38
14.96,10/7/2021 8:09:39
15.7,10/7/2021 8:09:45
14.2,10/7/2021 8:09:46
15.09,10/7/2021 8:09:51
14.1,10/7/2021 8:09:52
14.35,10/7/2021 8:09:58
14,10/7/2021 8:10:00
15.66,10/7/2021 8:10:04
13.8,10/7/2021 8:10:06
13.26,10/7/2021 8:10:11
13.6,10/7/2021 8:10:14
14,10/7/2021 8:10:20
15.67,10/7/2021 8:10:22
14.4,10/7/2021 8:10:28
14.52,10/7/2021 8:10:28
13.8,10/7/2021 8:10:33
14.68,10/7/2021 8:10:35
14.27,10/7/2021 8:10:41
14.1,10/7/2021 8:10:42
13.8,10/7/2021 8:10:48
15.76,10/7/2021 8:10:50
14.1,10/7/2021 8:10:55
13.8,10/7/2021 8:11:01
15.44,10/7/2021 8:11:01
14.61,10/7/2021 8:11:08
14.4,10/7/2021 8:11:09
15.33,10/7/2021 8:11:14
13.3,10/7/2021 8:11:15
13.7,10/7/2021 8:11:23
13.8,10/7/2021 8:11:24
14.4,10/7/2021 8:11:29
14.68,10/7/2021 8:11:30
14.1,10/7/2021 8:11:37
14.48,10/7/2021 8:11:40
13.2,10/7/2021 8:11:42
14.53,10/7/2021 8:11:48
14,10/7/2021 8:11:51
15.52,10/7/2021 8:11:54
13.9,10/7/2021 8:11:56
14.5,10/7/2021 8:12:01
13.4,10/7/2021 8:12:04
14.72,10/7/2021 8:12:07
13.9,10/7/2021 8:12:10
14.62,10/7/2021 8:12:13
13.4,10/7/2021 8:12:18
14.87,10/7/2021 8:12:19
13.4,10/7/2021 8:12:24
14.43,10/7/2021 8:12:25
14.42,10/7/2021 8:12:31
15.31,10/7/2021 8:12:38
14.2,10/7/2021 8:12:40
15.43,10/7/2021 8:12:45
13.3,10/7/2021 8:12:46
15.07,10/7/2021 8:12:51
13.7,10/7/2021 8:12:54
15.92,10/7/2021 8:12:57
13.6,10/7/2021 8:13:00
14.9,10/7/2021 8:13:03
13.4,10/7/2021 8:13:08
15.54,10/7/2021 8:13:12
13.4,10/7/2021 8:13:13
14.76,10/7/2021 8:13:18
13.9,10/7/2021 8:13:22
14.76,10/7/2021 8:13:24
13.7,10/7/2021 8:13:27
15.6,10/7/2021 8:13:31
14,10/7/2021 8:13:35
14.58,10/7/2021 8:13:38
14.2,10/7/2021 8:13:41
14.21,10/7/2021 8:13:44
13.3,10/7/2021 8:13:49
14.34,10/7/2021 8:13:51
13.7,10/7/2021 8:13:58
14.99,10/7/2021 8:13:58
13.5,10/7/2021 8:14:03
15.37,10/7/2021 8:14:04
13.5,10/7/2021 8:14:08
12.24,10/7/2021 8:14:13
14.1,10/7/2021 8:14:17
14.89,10/7/2021 8:14:20
13.6,10/7/2021 8:14:22
14.19,10/7/2021 8:14:27
13.3,10/7/2021 8:14:30
15.7,10/7/2021 8:14:35
13.2,10/7/2021 8:14:36
15.9,10/7/2021 8:14:42
14,10/7/2021 8:14:43
14.98,10/7/2021 8:14:48
14.1,10/7/2021 8:14:49
13.99,10/7/2021 8:14:56
13.4,10/7/2021 8:14:57
13.6,10/7/2021 8:15:04
15.39,10/7/2021 8:15:05
13.4,10/7/2021 8:15:11
14.33,10/7/2021 8:15:11
13.6,10/7/2021 8:15:17
15.56,10/7/2021 8:15:17
15.44,10/7/2021 8:15:24
14.1,10/7/2021 8:15:25
15.33,10/7/2021 8:15:30
13.4,10/7/2021 8:15:31
15.19,10/7/2021 8:15:37
13.7,10/7/2021 8:15:39
14.23,10/7/2021 8:15:43
13.4,10/7/2021 8:15:44
15.47,10/7/2021 8:15:52
13.3,10/7/2021 8:15:53
14,10/7/2021 8:15:58
14.76,10/7/2021 8:15:59
15.39,10/7/2021 8:16:05
13.8,10/7/2021 8:16:06
14.68,10/7/2021 8:16:11
13.5,10/7/2021 8:16:12
14.95,10/7/2021 8:16:19
13.8,10/7/2021 8:16:20
14.1,10/7/2021 8:16:26
15.66,10/7/2021 8:16:26
15.57,10/7/2021 8:16:33
13.8,10/7/2021 8:16:34
13,10/7/2021 8:16:40
13.79,10/7/2021 8:16:41
13.5,10/7/2021 8:16:48
13.64,10/7/2021 8:16:52
13.5,10/7/2021 8:16:54
14.84,10/7/2021 8:16:58
13.7,10/7/2021 8:17:02
14.46,10/7/2021 8:17:05
14.1,10/7/2021 8:17:07
15.5,10/7/2021 8:17:11
13.8,10/7/2021 8:17:15
14.72,10/7/2021 8:17:18
13.7,10/7/2021 8:17:21
14.93,10/7/2021 8:17:25
13.7,10/7/2021 8:17:29
15.37,10/7/2021 8:17:33
13.2,10/7/2021 8:17:35
14.92,10/7/2021 8:17:40
13.3,10/7/2021 8:17:43
14.34,10/7/2021 8:17:47
13.7,10/7/2021 8:17:48
14.72,10/7/2021 8:17:56
12.9,10/7/2021 8:17:57
13.7,10/7/2021 8:18:02
15.25,10/7/2021 8:18:04
13.4,10/7/2021 8:18:10
14.52,10/7/2021 8:18:11
13.7,10/7/2021 8:18:16
13.81,10/7/2021 8:18:17
13.7,10/7/2021 8:18:24
15.59,10/7/2021 8:18:24
13.6,10/7/2021 8:18:29
14.15,10/7/2021 8:18:30
13.79,10/7/2021 8:18:36
13.7,10/7/2021 8:18:38
13.7,10/7/2021 8:18:43
14.92,10/7/2021 8:18:43
13.6,10/7/2021 8:18:51
14.36,10/7/2021 8:18:53
13.6,10/7/2021 8:18:57
13.56,10/7/2021 8:19:00
13.5,10/7/2021 8:19:05
15.41,10/7/2021 8:19:07
13.6,10/7/2021 8:19:11
15.29,10/7/2021 8:19:14
13.5,10/7/2021 8:19:19
13.83,10/7/2021 8:19:20
13.3,10/7/2021 8:19:24
15.65,10/7/2021 8:19:27
14.5,10/7/2021 8:19:33
13.89,10/7/2021 8:19:33
13.3,10/7/2021 8:19:38
15.86,10/7/2021 8:19:40
13.4,10/7/2021 8:19:46
14.88,10/7/2021 8:19:47
13.6,10/7/2021 8:19:52
14.72,10/7/2021 8:19:54
13.3,10/7/2021 8:20:00
14.15,10/7/2021 8:20:00
13.5,10/7/2021 8:20:06
15.33,10/7/2021 8:20:07
13.3,10/7/2021 8:20:14
14.28,10/7/2021 8:20:14
15.03,10/7/2021 8:20:20
13,10/7/2021 8:20:21
13.6,10/7/2021 8:20:27
13.86,10/7/2021 8:20:27
13.3,10/7/2021 8:20:33
14.19,10/7/2021 8:20:35
13.5,10/7/2021 8:20:41
15.42,10/7/2021 8:20:42
13.8,10/7/2021 8:20:47
14.35,10/7/2021 8:20:52
14.1,10/7/2021 8:20:55
15.25,10/7/2021 8:20:58
13.9,10/7/2021 8:21:01
14.09,10/7/2021 8:21:05
13.5,10/7/2021 8:21:09
14,10/7/2021 8:21:14
14.47,10/7/2021 8:21:14
13.2,10/7/2021 8:21:22
13.36,10/7/2021 8:21:24
13.8,10/7/2021 8:21:28
15.92,10/7/2021 8:21:30
13.8,10/7/2021 8:21:36
15.2,10/7/2021 8:21:40
13.6,10/7/2021 8:21:42
14.83,10/7/2021 8:21:47
13.7,10/7/2021 8:21:50
15.29,10/7/2021 8:21:53
13.7,10/7/2021 8:21:56
15.55,10/7/2021 8:22:00
13.6,10/7/2021 8:22:04
14.83,10/7/2021 8:22:06
13.5,10/7/2021 8:22:09
14.28,10/7/2021 8:22:12
14.5,10/7/2021 8:22:17
14.49,10/7/2021 8:22:19
13.8,10/7/2021 8:22:23
15.23,10/7/2021 8:22:27
13.6,10/7/2021 8:22:31
14.34,10/7/2021 8:22:33
14.2,10/7/2021 8:22:37
14.98,10/7/2021 8:22:39
13,10/7/2021 8:22:45
14.68,10/7/2021 8:22:45
13.8,10/7/2021 8:22:50
15.07,10/7/2021 8:22:51
14.1,10/7/2021 8:22:58
13.5,10/7/2021 8:23:04
15.33,10/7/2021 8:23:06
13.7,10/7/2021 8:23:12
13.5,10/7/2021 8:23:12
13.9,10/7/2021 8:23:18
13.79,10/7/2021 8:23:19
13.15,10/7/2021 8:23:25
13.1,10/7/2021 8:23:26
15.27,10/7/2021 8:23:31
13.7,10/7/2021 8:23:32
15.86,10/7/2021 8:23:37
14.3,10/7/2021 8:23:40
14.21,10/7/2021 8:23:44
13.7,10/7/2021 8:23:45
15.13,10/7/2021 8:23:51
13.5,10/7/2021 8:23:53
11.95,10/7/2021 8:23:56
13.79,10/7/2021 8:23:58
14.2,10/7/2021 8:23:59
14.3,10/7/2021 8:24:07
13.7,10/7/2021 8:24:13
15.01,10/7/2021 8:24:13
14.48,10/7/2021 8:24:20
14.3,10/7/2021 8:24:21
14,10/7/2021 8:24:27
14.15,10/7/2021 8:24:27
13.6,10/7/2021 8:24:35
13.4,10/7/2021 8:24:40
15.42,10/7/2021 8:24:41
15.86,10/7/2021 8:24:47
13.6,10/7/2021 8:24:48
13.6,10/7/2021 8:24:54
14.7,10/7/2021 8:24:54
13.8,10/7/2021 8:25:02
13.6,10/7/2021 8:25:02
13.3,10/7/2021 8:25:08
15.21,10/7/2021 8:25:08
15.41,10/7/2021 8:25:15
13.6,10/7/2021 8:25:16
15.31,10/7/2021 8:25:21
13.6,10/7/2021 8:25:22
15.86,10/7/2021 8:25:27
13,10/7/2021 8:25:30
15,10/7/2021 8:25:33
14,10/7/2021 8:25:35
15.33,10/7/2021 8:25:40
13.9,10/7/2021 8:25:43
15.54,10/7/2021 8:25:46
13.1,10/7/2021 8:25:49
15.55,10/7/2021 8:25:53
14.2,10/7/2021 8:25:57
14.6,10/7/2021 8:25:59
13.8,10/7/2021 8:26:02
12.89,10/7/2021 8:26:06
13.7,10/7/2021 8:26:11
14.35,10/7/2021 8:26:12
13.5,10/7/2021 8:26:16
14.78,10/7/2021 8:26:18
13.9,10/7/2021 8:26:24
14.32,10/7/2021 8:26:24
13.5,10/7/2021 8:26:30
15.33,10/7/2021 8:26:32
13.5,10/7/2021 8:26:38
13.6,10/7/2021 8:26:39
13.9,10/7/2021 8:26:44
14.99,10/7/2021 8:26:45
15.67,10/7/2021 8:26:51
13.8,10/7/2021 8:26:52
13.4,10/7/2021 8:26:57
13.95,10/7/2021 8:26:57
13.91,10/7/2021 8:27:03
13.9,10/7/2021 8:27:05
14.59,10/7/2021 8:27:10
13,10/7/2021 8:27:11
13.8,10/7/2021 8:27:19
13.4,10/7/2021 8:27:19
14.4,10/7/2021 8:27:25
15.72,10/7/2021 8:27:28
14.2,10/7/2021 8:27:33
13.7,10/7/2021 8:27:38
13.7,10/7/2021 8:27:38
14.64,10/7/2021 8:27:46
14.3,10/7/2021 8:27:47
14,10/7/2021 8:27:52
15.07,10/7/2021 8:27:55
13.7,10/7/2021 8:28:00
14.7,10/7/2021 8:28:01
13.6,10/7/2021 8:28:06
15.02,10/7/2021 8:28:07
13.8,10/7/2021 8:28:14
14.44,10/7/2021 8:28:14
13.2,10/7/2021 8:28:19
15.66,10/7/2021 8:28:20
14.5,10/7/2021 8:28:27
15.39,10/7/2021 8:28:29
14.1,10/7/2021 8:28:34
15.54,10/7/2021 8:28:37
13.5,10/7/2021 8:28:41
15.21,10/7/2021 8:28:43
13.7,10/7/2021 8:28:47
15.63,10/7/2021 8:28:50
13.4,10/7/2021 8:28:55
14.01,10/7/2021 8:28:57
13.9,10/7/2021 8:29:00
15.25,10/7/2021 8:29:04
14.2,10/7/2021 8:29:09
14.41,10/7/2021 8:29:13
13.7,10/7/2021 8:29:14
14.93,10/7/2021 8:29:19
13.2,10/7/2021 8:29:22
14.93,10/7/2021 8:29:25
14.1,10/7/2021 8:29:28
15.04,10/7/2021 8:29:31
13.3,10/7/2021 8:29:36
14.56,10/7/2021 8:29:40
13.8,10/7/2021 8:29:42
13.81,10/7/2021 8:29:46
13.4,10/7/2021 8:29:49
14.94,10/7/2021 8:29:52
13.6,10/7/2021 8:29:57
14.72,10/7/2021 8:29:58
13.7,10/7/2021 8:30:03
15.56,10/7/2021 8:30:05
14.2,10/7/2021 8:30:09
14.59,10/7/2021 8:30:16
13.2,10/7/2021 8:30:17
14.1,10/7/2021 8:30:22
14.93,10/7/2021 8:30:25
14,10/7/2021 8:30:30
15.08,10/7/2021 8:30:31
14.3,10/7/2021 8:30:36
15.58,10/7/2021 8:30:38
13.7,10/7/2021 8:30:44
14.29,10/7/2021 8:30:44
14.7,10/7/2021 8:30:50
13.91,10/7/2021 8:30:56
14.3,10/7/2021 8:30:58
15.27,10/7/2021 8:31:02
13.6,10/7/2021 8:31:03
15.43,10/7/2021 8:31:08
13.9,10/7/2021 8:31:11
13.5,10/7/2021 8:31:17
15.17,10/7/2021 8:31:18
13.85,10/7/2021 8:31:24
13.7,10/7/2021 8:31:25
15.67,10/7/2021 8:31:31
14.1,10/7/2021 8:31:34
15.39,10/7/2021 8:31:40
14,10/7/2021 8:31:41
15.19,10/7/2021 8:31:46
13.5,10/7/2021 8:31:47
13.8,10/7/2021 8:31:54
14.84,10/7/2021 8:31:54
13.46,10/7/2021 8:32:00
13.4,10/7/2021 8:32:01
15.56,10/7/2021 8:32:06
13.3,10/7/2021 8:32:08
13.6,10/7/2021 8:32:14
13.23,10/7/2021 8:32:15
14.58,10/7/2021 8:32:21
14.3,10/7/2021 8:32:22
13.4,10/7/2021 8:32:28
15.72,10/7/2021 8:32:28
14,10/7/2021 8:32:34
13.8,10/7/2021 8:32:36
13.9,10/7/2021 8:32:41
15.01,10/7/2021 8:32:41
15.47,10/7/2021 8:32:47
13.7,10/7/2021 8:32:49
15.58,10/7/2021 8:32:53
14.4,10/7/2021 8:32:55
14.78,10/7/2021 8:32:59
13.7,10/7/2021 8:33:03
14.23,10/7/2021 8:33:06
14,10/7/2021 8:33:08
13.95,10/7/2021 8:33:14
13.1,10/7/2021 8:33:16
15.64,10/7/2021 8:33:21
14.1,10/7/2021 8:33:22
13.23,10/7/2021 8:33:27
15.17,10/7/2021 8:33:33
13.1,10/7/2021 8:33:34
12.83,10/7/2021 8:33:39
14.2,10/7/2021 8:33:40
14.43,10/7/2021 8:33:45
14.99,10/7/2021 8:33:52
13.8,10/7/2021 8:33:53
13.7,10/7/2021 8:33:58
13.7,10/7/2021 8:33:59
13.5,10/7/2021 8:34:06
15.01,10/7/2021 8:34:09
13.6,10/7/2021 8:34:12
15.23,10/7/2021 8:34:18
13.5,10/7/2021 8:34:19
13.6,10/7/2021 8:34:25
14.85,10/7/2021 8:34:25
14.1,10/7/2021 8:34:33
14.15,10/7/2021 8:34:38
13,10/7/2021 8:34:39
13.09,10/7/2021 8:34:45
14.2,10/7/2021 8:34:47
14.72,10/7/2021 8:34:51
13.1,10/7/2021 8:34:53
13.38,10/7/2021 8:34:57
13.2,10/7/2021 8:35:01
14.92,10/7/2021 8:35:04
12.5,10/7/2021 8:35:06
14.05,10/7/2021 8:35:10
13.5,10/7/2021 8:35:15
15.42,10/7/2021 8:35:16
13.9,10/7/2021 8:35:20
15.51,10/7/2021 8:35:22
13.2,10/7/2021 8:35:28
15.19,10/7/2021 8:35:28
13.7,10/7/2021 8:35:33
15.35,10/7/2021 8:35:34
14.53,10/7/2021 8:35:41
15.25,10/7/2021 8:35:47
14.19,10/7/2021 8:35:55
13.7,10/7/2021 8:36:04
14.74,10/7/2021 8:36:05
13.8,10/7/2021 8:36:10
14.72,10/7/2021 8:36:11
13.89,10/7/2021 8:36:16
13.7,10/7/2021 8:36:17
13.92,10/7/2021 8:36:22
12.9,10/7/2021 8:36:24
13.91,10/7/2021 8:36:28
14.2,10/7/2021 8:36:31
13.6,10/7/2021 8:36:36
15.52,10/7/2021 8:36:36
14.78,10/7/2021 8:36:41
14.92,10/7/2021 8:36:43
13.8,10/7/2021 8:36:44
13.7,10/7/2021 8:36:50
14.92,10/7/2021 8:36:56
13.3,10/7/2021 8:36:58
13.9,10/7/2021 8:37:04
15.35,10/7/2021 8:37:04
15.03,10/7/2021 8:37:10
13.4,10/7/2021 8:37:12
14.02,10/7/2021 8:37:16
13.2,10/7/2021 8:37:17
13.8,10/7/2021 8:37:25
11.98,10/7/2021 8:37:27
14,10/7/2021 8:37:31
14.13,10/7/2021 8:37:32
13.9,10/7/2021 8:37:39
14,10/7/2021 8:37:45
14.8,10/7/2021 8:37:46
13.7,10/7/2021 8:37:53
15.56,10/7/2021 8:37:55
11.26,10/7/2021 8:37:57
13.6,10/7/2021 8:37:58
13.7,10/7/2021 8:38:06
15.05,10/7/2021 8:38:11
13.5,10/7/2021 8:38:12
15.12,10/7/2021 8:38:17
13.8,10/7/2021 8:38:20
13.62,10/7/2021 8:38:23
13.2,10/7/2021 8:38:25
13.73,10/7/2021 8:38:30
14,10/7/2021 8:38:34
14.41,10/7/2021 8:38:36
13.4,10/7/2021 8:38:39
14.58,10/7/2021 8:38:42
13.5,10/7/2021 8:38:47
14.09,10/7/2021 8:38:48
13.6,10/7/2021 8:38:53
15.08,10/7/2021 8:38:57
13.8,10/7/2021 8:39:01
14,10/7/2021 8:39:07
15.07,10/7/2021 8:39:09
13.8,10/7/2021 8:39:12
15.57,10/7/2021 8:39:18
13.8,10/7/2021 8:39:20
13.97,10/7/2021 8:39:24
13.3,10/7/2021 8:39:26
15.15,10/7/2021 8:39:31
13.9,10/7/2021 8:39:34
15.45,10/7/2021 8:39:37
14,10/7/2021 8:39:39
15.29,10/7/2021 8:39:43
13.3,10/7/2021 8:39:47
13.91,10/7/2021 8:39:48
13.5,10/7/2021 8:39:53
15.39,10/7/2021 8:39:54
13.8,10/7/2021 8:40:01
14.85,10/7/2021 8:40:01
13.3,10/7/2021 8:40:06
15.54,10/7/2021 8:40:12
13.1,10/7/2021 8:40:14
15.16,10/7/2021 8:40:18
13.6,10/7/2021 8:40:20
15.29,10/7/2021 8:40:24
13.8,10/7/2021 8:40:28
15.44,10/7/2021 8:40:30
13.5,10/7/2021 8:40:33
13.45,10/7/2021 8:40:36
13.2,10/7/2021 8:40:41
15.42,10/7/2021 8:40:46
14,10/7/2021 8:40:47
14.48,10/7/2021 8:40:52
13.3,10/7/2021 8:40:55
14.94,10/7/2021 8:40:58
13.7,10/7/2021 8:41:00
13.3,10/7/2021 8:41:08
15.37,10/7/2021 8:41:08
13.7,10/7/2021 8:41:14
15.5,10/7/2021 8:41:19
14.1,10/7/2021 8:41:22
13.9,10/7/2021 8:41:27
14,10/7/2021 8:41:35
14,10/7/2021 8:41:41
14,10/7/2021 8:41:49
14.46,10/7/2021 8:41:52
13.5,10/7/2021 8:41:54
14.45,10/7/2021 8:42:00
14.3,10/7/2021 8:42:02
14.62,10/7/2021 8:42:07
13.6,10/7/2021 8:42:08
13.7,10/7/2021 8:42:16
15.29,10/7/2021 8:42:17
13.4,10/7/2021 8:42:22
15.61,10/7/2021 8:42:24
14.2,10/7/2021 8:42:30
13.99,10/7/2021 8:42:34
13.3,10/7/2021 8:42:35
13.85,10/7/2021 8:42:42
14,10/7/2021 8:42:43
13.7,10/7/2021 8:42:49
14.37,10/7/2021 8:42:52
13.7,10/7/2021 8:42:56
15.7,10/7/2021 8:43:01
14,10/7/2021 8:43:02
13.9,10/7/2021 8:43:10
15.42,10/7/2021 8:43:10
14,10/7/2021 8:43:16
14.8,10/7/2021 8:43:18
13.7,10/7/2021 8:43:24
15.84,10/7/2021 8:43:24
14.3,10/7/2021 8:43:29
15.43,10/7/2021 8:43:31
14,10/7/2021 8:43:37
15.01,10/7/2021 8:43:37
13.7,10/7/2021 8:43:43
14.03,10/7/2021 8:43:44
13.7,10/7/2021 8:43:50
14.47,10/7/2021 8:43:51
13.4,10/7/2021 8:43:56
15.07,10/7/2021 8:43:57
13.7,10/7/2021 8:44:04
14.66,10/7/2021 8:44:04
13.9,10/7/2021 8:44:10
13.92,10/7/2021 8:44:11
15.54,10/7/2021 8:44:17
14.3,10/7/2021 8:44:18
14,10/7/2021 8:44:24
13.28,10/7/2021 8:44:25
13.4,10/7/2021 8:44:31
15.06,10/7/2021 8:44:31
13.8,10/7/2021 8:44:37
13.91,10/7/2021 8:44:37
13.7,10/7/2021 8:44:45
14.74,10/7/2021 8:44:47
13.4,10/7/2021 8:44:51
15.06,10/7/2021 8:44:57
14,10/7/2021 8:44:59
13.9,10/7/2021 8:45:04
15.15,10/7/2021 8:45:10
13.6,10/7/2021 8:45:12
13.6,10/7/2021 8:45:18
15.7,10/7/2021 8:45:19
14.25,10/7/2021 8:45:25
13.7,10/7/2021 8:45:26
13.3,10/7/2021 8:45:31
13.48,10/7/2021 8:45:31
15.13,10/7/2021 8:45:38
13.4,10/7/2021 8:45:39
13.6,10/7/2021 8:45:45
15.51,10/7/2021 8:45:47
14,10/7/2021 8:45:53
14.85,10/7/2021 8:45:53
13.6,10/7/2021 8:45:58
14.74,10/7/2021 8:46:04
13.8,10/7/2021 8:46:06
15.27,10/7/2021 8:46:11
13,10/7/2021 8:46:12
14.95,10/7/2021 8:46:17
14,10/7/2021 8:46:19
15.54,10/7/2021 8:46:23
14.6,10/7/2021 8:46:25
14.31,10/7/2021 8:46:30
13.9,10/7/2021 8:46:33
15.25,10/7/2021 8:46:37
13,10/7/2021 8:46:39
14.46,10/7/2021 8:46:43
13.6,10/7/2021 8:46:47
15.43,10/7/2021 8:46:50
13.8,10/7/2021 8:46:54
15.29,10/7/2021 8:47:00
13.3,10/7/2021 8:47:01
14.05,10/7/2021 8:47:06
13.5,10/7/2021 8:47:08
13.8,10/7/2021 8:47:15
14.25,10/7/2021 8:47:15
13.6,10/7/2021 8:47:21
15.29,10/7/2021 8:47:21
13.8,10/7/2021 8:47:28
15.6,10/7/2021 8:47:32
14,10/7/2021 8:47:34
14.04,10/7/2021 8:47:39
13.2,10/7/2021 8:47:42
14.7,10/7/2021 8:47:46
14,10/7/2021 8:47:47
15.66,10/7/2021 8:47:52
15.45,10/7/2021 8:47:58
13.9,10/7/2021 8:48:00
14.56,10/7/2021 8:48:04
13.7,10/7/2021 8:48:06
15.05,10/7/2021 8:48:11
13.6,10/7/2021 8:48:14
13.9,10/7/2021 8:48:19
12.97,10/7/2021 8:48:19
14.87,10/7/2021 8:48:26
14.1,10/7/2021 8:48:27
13.42,10/7/2021 8:48:32
14,10/7/2021 8:48:33
13.9,10/7/2021 8:48:41
13.94,10/7/2021 8:48:42
14.1,10/7/2021 8:48:46
14.62,10/7/2021 8:48:53
14.3,10/7/2021 8:48:54
13.4,10/7/2021 8:49:00
14.87,10/7/2021 8:49:00
14.15,10/7/2021 8:49:07
13.6,10/7/2021 8:49:08
13.9,10/7/2021 8:49:13
15.07,10/7/2021 8:49:13
13.93,10/7/2021 8:49:20
13.4,10/7/2021 8:49:21
13.8,10/7/2021 8:49:27
14.84,10/7/2021 8:49:27
13.8,10/7/2021 8:49:34
15.5,10/7/2021 8:49:34
13.7,10/7/2021 8:49:41
14.56,10/7/2021 8:49:42
13.5,10/7/2021 8:49:48
15.06,10/7/2021 8:49:49
13.7,10/7/2021 8:49:54
12.71,10/7/2021 8:49:56
13.5,10/7/2021 8:50:02
14.66,10/7/2021 8:50:03
13.2,10/7/2021 8:50:07
14.78,10/7/2021 8:50:09
13.8,10/7/2021 8:50:15
15.35,10/7/2021 8:50:19
13.6,10/7/2021 8:50:21
12.95,10/7/2021 8:50:25
13.5,10/7/2021 8:50:29
13.54,10/7/2021 8:50:32
13.3,10/7/2021 8:50:34
14.52,10/7/2021 8:50:38
14,10/7/2021 8:50:42
14.83,10/7/2021 8:50:44
13.7,10/7/2021 8:50:48
14.13,10/7/2021 8:50:51
13.3,10/7/2021 8:50:56
15.5,10/7/2021 8:51:00
13.7,10/7/2021 8:51:01
15.07,10/7/2021 8:51:07
13.7,10/7/2021 8:51:09
15.2,10/7/2021 8:51:13
13.8,10/7/2021 8:51:15
14.95,10/7/2021 8:51:22
13.7,10/7/2021 8:51:23
13.6,10/7/2021 8:51:28
14.6,10/7/2021 8:51:28
14,10/7/2021 8:51:36
15,10/7/2021 8:51:37
13,10/7/2021 8:51:42
14.3,10/7/2021 8:51:46
13.4,10/7/2021 8:51:50
14.96,10/7/2021 8:51:53
